Frame,L_Femur_L_Tibia,L_Tibia_L_Foot_X,L_Tibia_L_Foot_Y,L_Tibia_L_Foot_Z,R_Femur_R_Tibia,R_Tibia_R_Foot_X,R_Tibia_R_Foot_Y,R_Tibia_R_Foot_Z,Root_L_Femur_X,Root_L_Femur_Y,Root_L_Femur_Z,Root_R_Femur_X,Root_R_Femur_Y,Root_R_Femur_Z,World_Root_Ang_X,World_Root_Ang_Y,World_Root_Ang_Z,World_Root_Pos_X,World_Root_Pos_Y,World_Root_Pos_Z
102,8.37800,-12.38290,-32.80780,-50.64780,4.10462,-11.87300,24.43620,43.32190,-15.43300,21.67490,11.57090,-12.53530,-30.50350,-14.93600,160.64200,-69.37680,164.19700,56.63460,865.73500,307.78400
103,8.37817,-12.39410,-32.82020,-50.67110,4.15568,-11.87100,24.59710,43.26900,-15.44520,21.68770,11.58730,-12.61340,-30.65740,-14.96790,160.63300,-69.37230,164.17900,56.66220,865.71600,307.77400
104,8.36859,-12.38280,-32.78650,-50.64420,4.08780,-11.85210,24.42240,43.30370,-15.45090,21.66180,11.56400,-12.55350,-30.48930,-14.93290,160.57200,-69.36660,164.13300,56.66080,865.72100,307.85300
105,8.35861,-12.39050,-32.79630,-50.68060,4.06193,-11.84600,24.38960,43.34940,-15.44050,21.67390,11.55530,-12.53250,-30.45370,-14.92970,160.57700,-69.36170,164.14400,56.62480,865.73200,307.87700
106,8.35292,-12.38510,-32.80000,-50.66430,4.05728,-11.82820,24.38620,43.31780,-15.45390,21.67490,11.56200,-12.53940,-30.45140,-14.91990,160.54400,-69.35530,164.10700,56.65270,865.71800,307.88800
107,8.38046,-12.40580,-32.83540,-50.69350,4.02454,-11.81890,24.32470,43.35590,-15.51740,21.71530,11.59410,-12.53030,-30.38380,-14.87770,160.47000,-69.33020,164.02900,56.71690,865.71700,307.83400
108,8.35607,-12.38820,-32.79940,-50.66470,4.02515,-11.81000,24.35130,43.32220,-15.47320,21.68640,11.56280,-12.53320,-30.41300,-14.90550,160.50500,-69.33730,164.07300,56.65700,865.73000,307.90000
109,8.36792,-12.39140,-32.83710,-50.64880,4.08750,-11.81910,24.56050,43.26000,-15.48520,21.72040,11.58170,-12.62520,-30.60920,-14.95160,160.52100,-69.32940,164.08300,56.63970,865.71900,307.87100
110,8.36428,-12.38380,-32.83080,-50.66590,4.08995,-11.81100,24.58700,43.26530,-15.48550,21.71280,11.57210,-12.64680,-30.62250,-14.96380,160.50100,-69.32220,164.07000,56.63240,865.75100,307.87700
111,8.36197,-12.38490,-32.82530,-50.64560,4.08677,-11.79290,24.59940,43.18500,-15.48190,21.72120,11.57930,-12.65070,-30.65570,-14.96090,160.51400,-69.31730,164.07800,56.60730,865.72400,307.87400
112,8.35539,-12.38280,-32.79980,-50.65410,4.08772,-11.78670,24.60770,43.22770,-15.48510,21.69130,11.56720,-12.66320,-30.63890,-14.96430,160.47600,-69.31460,164.04500,56.62770,865.75800,307.88200
113,8.35043,-12.37900,-32.81710,-50.65790,4.08215,-11.78110,24.63640,43.20610,-15.47880,21.71330,11.57700,-12.65660,-30.66330,-14.95950,160.49600,-69.31000,164.06100,56.58990,865.74100,307.85200
114,8.34551,-12.37640,-32.82020,-50.65500,4.07693,-11.77350,24.65040,43.20130,-15.47980,21.72120,11.57740,-12.65840,-30.67320,-14.95930,160.49000,-69.30840,164.05500,56.58270,865.74200,307.84300
115,8.34540,-12.38190,-32.84200,-50.66370,4.07996,-11.77270,24.67350,43.19560,-15.49720,21.73970,11.58680,-12.67770,-30.69170,-14.95780,160.46000,-69.29890,164.02300,56.58690,865.75800,307.81300
116,8.34055,-12.38360,-32.87400,-50.65750,4.08965,-11.76490,24.73500,43.13030,-15.48870,21.77440,11.60150,-12.68820,-30.76480,-14.96420,160.49700,-69.29650,164.05200,56.53560,865.73300,307.77000
117,8.33807,-12.38060,-32.89540,-50.66890,4.09359,-11.76650,24.76650,43.13890,-15.49870,21.79660,11.60310,-12.70630,-30.78460,-14.97110,160.47500,-69.29210,164.03300,56.52540,865.75900,307.74500
118,8.33646,-12.37120,-32.92070,-50.65280,4.10243,-11.75850,24.79550,43.13200,-15.51630,21.82190,11.62050,-12.71450,-30.79500,-14.96180,160.45400,-69.28370,164.00400,56.51690,865.74500,307.71600
119,8.32785,-12.35450,-32.93470,-50.66110,4.09808,-11.74490,24.77370,43.08550,-15.53860,21.82970,11.62000,-12.74020,-30.79820,-14.95850,160.38900,-69.27510,163.94400,56.52980,865.77200,307.68900
120,8.31496,-12.35440,-32.95960,-50.65810,4.08195,-11.74050,24.78050,43.09310,-15.55070,21.85460,11.63110,-12.73020,-30.78420,-14.94110,160.35200,-69.26680,163.90400,56.48370,865.76700,307.63900
121,8.30493,-12.34940,-32.97540,-50.65480,4.08077,-11.72900,24.80070,43.08340,-15.56290,21.87250,11.64050,-12.74300,-30.80580,-14.93490,160.31600,-69.26010,163.86500,56.46840,865.77700,307.58100
122,8.28969,-12.35280,-32.98540,-50.66490,4.08424,-11.72700,24.83140,43.02260,-15.57290,21.88770,11.64920,-12.77150,-30.85580,-14.93480,160.27700,-69.25110,163.82200,56.43560,865.78400,307.52600
123,8.27902,-12.34590,-32.97760,-50.64920,4.08958,-11.72220,24.85850,43.02780,-15.58510,21.88940,11.65520,-12.78880,-30.85980,-14.92920,160.22800,-69.23660,163.77400,56.40980,865.79300,307.47300
124,8.26469,-12.35160,-32.98090,-50.67960,4.09163,-11.72490,24.87720,42.98770,-15.59360,21.89850,11.66620,-12.80970,-30.89250,-14.92110,160.19100,-69.22480,163.73200,56.38800,865.79500,307.39800
125,8.26161,-12.35810,-32.97050,-50.68210,4.10181,-11.71600,24.91980,42.97630,-15.60830,21.90010,11.67260,-12.83380,-30.90900,-14.92180,160.14600,-69.21030,163.68700,56.33020,865.80000,307.35700
126,8.25711,-12.36400,-32.95250,-50.69900,4.09188,-11.71130,24.88190,42.95760,-15.61380,21.88500,11.67110,-12.83510,-30.88240,-14.91020,160.11000,-69.19960,163.65300,56.31150,865.81100,307.31300
127,8.25277,-12.35380,-32.92970,-50.69900,4.09232,-11.70670,24.87490,42.95440,-15.61310,21.86320,11.67820,-12.82250,-30.86210,-14.89400,160.09700,-69.19560,163.63400,56.27280,865.80400,307.26700
128,8.26019,-12.36390,-32.91330,-50.71800,4.09446,-11.70950,24.87380,42.96230,-15.62470,21.84350,11.67950,-12.83490,-30.85700,-14.89160,160.06100,-69.18780,163.60000,56.23990,865.81900,307.22000
129,8.26312,-12.35720,-32.90240,-50.71530,4.09374,-11.70420,24.85560,42.92780,-15.62240,21.82710,11.68820,-12.81580,-30.84380,-14.87510,160.06700,-69.19140,163.59800,56.21590,865.81400,307.16500
130,8.27186,-12.36420,-32.89160,-50.71340,4.10391,-11.70110,24.87580,42.92020,-15.62180,21.81510,11.69360,-12.82200,-30.86030,-14.87640,160.06900,-69.18700,163.59700,56.16370,865.81200,307.12400
131,8.27768,-12.36540,-32.86970,-50.71620,4.09366,-11.70370,24.83330,42.94300,-15.62220,21.78540,11.69260,-12.80420,-30.82860,-14.86140,160.05900,-69.18890,163.58600,56.15240,865.83700,307.07700
132,8.28847,-12.36640,-32.86440,-50.68470,4.10429,-11.70360,24.83730,42.91130,-15.61410,21.78370,11.70500,-12.78830,-30.82740,-14.85370,160.09500,-69.18690,163.61300,56.08700,865.80000,307.03800
133,8.29842,-12.37710,-32.84410,-50.73730,4.10799,-11.71150,24.82650,42.94480,-15.61640,21.76420,11.69990,-12.79270,-30.81380,-14.85510,160.08500,-69.18420,163.60600,56.07670,865.84100,307.00900
134,8.30902,-12.38440,-32.84290,-50.72750,4.12562,-11.70500,24.83690,42.87550,-15.61770,21.76330,11.72300,-12.78150,-30.82290,-14.83890,160.11300,-69.18320,163.61700,56.03430,865.80400,306.96900
135,8.32291,-12.38760,-32.82700,-50.73090,4.12307,-11.69960,24.80430,42.87760,-15.62430,21.74970,11.71570,-12.78140,-30.78160,-14.83800,160.10000,-69.17570,163.61000,56.02280,865.83200,306.97400
136,8.32814,-12.38680,-32.81960,-50.71570,4.13913,-11.69320,24.81160,42.83250,-15.62690,21.74490,11.72400,-12.78440,-30.78040,-14.83260,160.10400,-69.17290,163.60700,56.00450,865.84400,306.96500
137,8.31682,-12.36740,-32.79290,-50.67390,4.06992,-11.65270,24.56810,42.82410,-15.60060,21.71210,11.71150,-12.66280,-30.55660,-14.77140,160.12700,-69.17820,163.62800,55.94740,865.86800,307.00400
138,8.33111,-12.36160,-32.78700,-50.66170,4.07682,-11.63260,24.52480,42.77730,-15.62110,21.71170,11.71440,-12.66930,-30.50350,-14.76320,160.09900,-69.16540,163.60000,55.95880,865.93500,307.01500
139,8.34654,-12.35530,-32.81440,-50.61240,4.17326,-11.61490,24.70050,42.55190,-15.64080,21.73740,11.76060,-12.75450,-30.67750,-14.78350,160.12700,-69.15730,163.59700,55.98160,865.92700,306.97200
140,8.36231,-12.34380,-32.80190,-50.58020,4.19379,-11.58890,24.66980,42.47660,-15.65930,21.72380,11.75890,-12.77250,-30.63540,-14.78420,160.09600,-69.14730,163.56600,55.97590,866.02200,307.01500
141,8.38041,-12.32410,-32.82390,-50.50800,4.21327,-11.54920,24.56090,42.31990,-15.68870,21.73170,11.78990,-12.75050,-30.53550,-14.74040,160.09000,-69.13180,163.53900,56.00870,866.04900,307.04400
142,8.40450,-12.29970,-32.78940,-50.41370,4.12961,-11.49610,24.16310,42.26780,-15.70420,21.70650,11.77530,-12.61150,-30.16270,-14.65610,160.06500,-69.11770,163.52100,56.00710,866.11100,307.16500
143,8.44291,-12.28960,-32.77490,-50.36370,4.13183,-11.46520,23.96450,42.16810,-15.75570,21.68900,11.79570,-12.58210,-29.97750,-14.60350,160.01200,-69.09660,163.45600,56.06260,866.17800,307.22900
144,8.48443,-12.28800,-32.77010,-50.30820,4.16418,-11.43580,23.86030,42.00990,-15.79950,21.65890,11.81320,-12.59630,-29.90720,-14.58210,159.97000,-69.08830,163.40200,56.09970,866.19600,307.29800
145,8.53437,-12.27380,-32.72570,-50.25110,4.19986,-11.42160,23.77360,41.93970,-15.84500,21.60030,11.80540,-12.63200,-29.82390,-14.58350,159.90200,-69.07820,163.33900,56.15980,866.25900,307.41700
146,8.59480,-12.25590,-32.70780,-50.16320,4.23943,-11.38260,23.68910,41.78870,-15.90670,21.54740,11.82230,-12.65780,-29.75530,-14.56340,159.83600,-69.07650,163.26200,56.25350,866.28300,307.51100
147,8.65477,-12.24850,-32.69680,-50.09330,4.26835,-11.37320,23.67070,41.74060,-15.91950,21.49540,11.81110,-12.66830,-29.75790,-14.58650,159.85000,-69.10110,163.28100,56.22050,866.31500,307.58500
148,8.76689,-12.24920,-32.69360,-50.02080,4.32168,-11.32580,23.54080,41.57120,-16.08810,21.46690,11.87680,-12.74030,-29.63590,-14.52540,159.65900,-69.06330,163.06500,56.49510,866.36800,307.64800
149,8.86029,-12.22090,-32.67290,-49.88960,4.40696,-11.30450,23.54650,41.39090,-16.17100,21.39880,11.89500,-12.82580,-29.65100,-14.53990,159.58200,-69.06230,162.98000,56.62130,866.39100,307.76600
150,8.96732,-12.20380,-32.63440,-49.78080,4.47750,-11.28770,23.55760,41.31380,-16.26270,21.31480,11.88800,-12.92760,-29.65530,-14.57680,159.47400,-69.06180,162.88300,56.74030,866.48100,307.92100
151,9.07615,-12.18240,-32.58890,-49.66080,4.56847,-11.26330,23.58370,41.12240,-16.34430,21.22030,11.91440,-13.00700,-29.68410,-14.58440,159.42300,-69.06310,162.81400,56.89670,866.48100,308.05000
152,9.22121,-12.18770,-32.55720,-49.55340,4.72396,-11.25500,23.81380,40.96990,-16.45330,21.14510,11.93400,-13.20680,-29.88710,-14.66690,159.35300,-69.04950,162.74300,57.03410,866.54200,308.16100
153,9.35765,-12.16250,-32.48870,-49.41380,4.84144,-11.23650,23.85560,40.76600,-16.54410,21.03160,11.94470,-13.32740,-29.94430,-14.70440,159.30000,-69.04700,162.68400,57.20010,866.57600,308.32500
154,9.50744,-12.12860,-32.39590,-49.23770,4.89827,-11.18790,23.66970,40.62130,-16.64720,20.89570,11.94620,-13.35540,-29.75470,-14.68400,159.22200,-69.03690,162.60800,57.41060,866.61500,308.54300
155,9.68644,-12.10600,-32.27030,-49.06060,5.05164,-11.16510,23.66210,40.44620,-16.79110,20.74200,11.94690,-13.53080,-29.74040,-14.73050,159.08700,-69.01650,162.48100,57.69620,866.70200,308.77600
156,9.87245,-12.06900,-32.13020,-48.84140,5.22547,-11.11790,23.65090,40.19570,-16.92680,20.55700,11.96010,-13.69480,-29.73110,-14.76310,158.97300,-69.00780,162.36000,57.99610,866.73000,308.98400
157,10.06720,-12.04060,-31.97150,-48.61260,5.41868,-11.11240,23.67840,40.02740,-17.01800,20.35040,11.94120,-13.86320,-29.73870,-14.84020,158.93700,-69.01080,162.33700,58.20550,866.80100,309.19400
158,10.27620,-11.99130,-31.73720,-48.37130,5.73918,-11.07910,23.85330,39.66190,-17.19680,20.09300,11.93870,-14.22430,-29.87330,-14.95260,158.72500,-68.97670,162.12900,58.61030,866.89800,309.46800
159,10.52130,-11.97430,-31.54890,-48.16260,5.97793,-11.06040,23.75920,39.42330,-17.34210,19.86290,11.95970,-14.38970,-29.75980,-14.97870,158.66800,-68.95800,162.06500,58.97480,866.90300,309.63900
160,10.75910,-11.93280,-31.24610,-47.90470,6.29137,-11.07020,23.70970,39.20280,-17.50460,19.52770,11.91240,-14.68640,-29.67590,-15.08400,158.47100,-68.94120,161.89300,59.39610,866.99800,310.01400
161,11.01780,-11.90730,-30.98040,-47.67810,6.61768,-10.96340,23.54590,38.78160,-17.71990,19.22980,11.93090,-14.93640,-29.47580,-15.10020,158.25900,-68.90430,161.66800,59.94700,867.00900,310.32700
162,11.28350,-11.88890,-30.72500,-47.45660,6.87449,-10.98050,23.16990,38.62980,-17.90640,18.94620,11.91320,-15.09160,-29.08810,-15.10540,158.09700,-68.87550,161.51700,60.42050,867.07000,310.67900
163,11.57530,-11.89680,-30.53650,-47.23430,7.21553,-11.00360,22.99070,38.36730,-18.13580,18.72010,11.94670,-15.33810,-28.91070,-15.13430,157.92400,-68.85290,161.33100,60.95190,867.06600,310.95300
164,11.91290,-11.91360,-30.38380,-47.03500,7.58194,-11.02540,22.80350,38.07430,-18.43030,18.53920,12.02760,-15.60790,-28.70780,-15.13280,157.73100,-68.80630,161.10500,61.61090,867.04900,311.19700
165,12.24300,-11.92110,-30.15260,-46.81530,8.03498,-11.07780,22.84540,37.79890,-18.66160,18.26240,12.02780,-16.00050,-28.73100,-15.27200,157.56700,-68.79910,160.94600,62.21500,867.05500,311.58500
166,12.60900,-11.94790,-29.99610,-46.60500,8.42177,-11.09520,22.69970,37.48450,-18.98990,18.02870,12.11030,-16.30810,-28.58050,-15.28110,157.30100,-68.76720,160.64700,62.90610,866.96700,311.82800
167,12.98420,-11.97000,-29.79350,-46.44150,8.79697,-11.15170,22.49510,37.32910,-19.28240,17.74300,12.13950,-16.59330,-28.36230,-15.32150,157.07800,-68.75390,160.41800,63.60440,866.93300,312.17400
168,13.36700,-11.97510,-29.55300,-46.19060,9.04118,-11.17860,21.92850,37.29530,-19.57280,17.40450,12.15370,-16.69530,-27.80290,-15.25230,156.85300,-68.75150,160.18600,64.35360,866.85000,312.61300
169,13.74200,-11.99400,-29.34430,-45.98040,9.48407,-11.25220,21.95270,37.10030,-19.82040,17.08920,12.14700,-17.05640,-27.80880,-15.39240,156.67500,-68.77770,160.01500,64.92170,866.73900,312.99500
170,14.16260,-12.01930,-29.12500,-45.81060,9.85721,-11.30730,21.71680,36.99250,-20.19740,16.74070,12.17350,-17.38080,-27.56110,-15.41820,156.29800,-68.77250,159.63000,65.78670,866.63900,313.43900
171,14.57980,-12.06190,-28.98130,-45.63430,10.24840,-11.36460,21.53990,36.84950,-20.52840,16.49420,12.22900,-17.66880,-27.36190,-15.44800,156.08200,-68.76200,159.39200,66.54130,866.45200,313.81800
172,15.04330,-12.11250,-28.89160,-45.47010,10.63430,-11.47070,21.34860,36.82430,-20.94410,16.26200,12.29470,-17.99310,-27.17370,-15.47580,155.72700,-68.76240,159.02100,67.39310,866.26000,314.15400
173,15.49770,-12.17060,-28.73900,-45.31150,11.07000,-11.53970,21.19380,36.66730,-21.35110,16.00280,12.35910,-18.36840,-26.99070,-15.51150,155.39300,-68.72480,158.66300,68.27180,866.03600,314.63700
174,15.97630,-12.25550,-28.60390,-45.19540,11.52610,-11.65310,21.01270,36.60440,-21.77020,15.75250,12.41180,-18.75270,-26.76630,-15.56100,155.04400,-68.68980,158.30400,69.13510,865.81400,315.09300
175,16.49040,-12.32510,-28.46800,-45.00700,12.03740,-11.76640,20.82440,36.48700,-22.22750,15.49380,12.46920,-19.18470,-26.52020,-15.61970,154.67600,-68.64340,157.92800,70.08130,865.52100,315.63800
176,17.01810,-12.40450,-28.35550,-44.87390,12.59230,-11.89210,20.62720,36.41300,-22.69710,15.25240,12.52920,-19.64530,-26.23400,-15.68680,154.32000,-68.57650,157.56800,71.03080,865.19000,316.18000
177,17.56740,-12.48640,-28.21880,-44.74860,13.24210,-12.01570,20.61440,36.23010,-23.18220,14.98100,12.57910,-20.22930,-26.10250,-15.82630,153.95100,-68.50680,157.20200,72.01960,864.83300,316.77400
178,18.10050,-12.56270,-28.13780,-44.62850,13.82310,-12.15420,20.36360,36.15970,-23.64140,14.76520,12.62700,-20.67890,-25.72440,-15.89670,153.64200,-68.43500,156.90000,72.94980,864.41300,317.40700
179,18.61760,-12.63320,-28.02720,-44.48680,14.38870,-12.30360,20.14210,36.21820,-24.05570,14.53160,12.61730,-21.12390,-25.35780,-16.01640,153.36900,-68.38520,156.66400,73.85280,864.02700,318.15500
180,19.15450,-12.73480,-28.02900,-44.38680,15.05380,-12.44640,20.13660,36.05270,-24.54330,14.41130,12.70090,-21.68990,-25.18410,-16.14420,153.06800,-68.29770,156.36300,74.83050,863.52300,318.72700
181,19.67780,-12.83000,-28.01320,-44.28890,15.67280,-12.59600,20.05710,36.00040,-24.99700,14.26580,12.72660,-22.21510,-24.94600,-16.29210,152.77300,-68.23160,156.09900,75.79820,863.05000,319.43700
182,20.21880,-12.94660,-28.02930,-44.18760,16.28900,-12.75650,20.02880,35.97690,-25.45380,14.15260,12.76450,-22.74040,-24.75390,-16.44760,152.50100,-68.16760,155.85400,76.70400,862.52600,320.14700
183,20.79990,-13.04310,-28.03680,-44.03640,16.88000,-12.92100,19.93120,35.97730,-25.92820,14.01430,12.79930,-23.22120,-24.51860,-16.58250,152.23200,-68.12510,155.60600,77.65540,861.98100,320.90800
184,21.41770,-13.14650,-28.08400,-43.86190,17.50350,-13.09590,19.93320,35.98100,-26.45620,13.88300,12.85290,-23.77800,-24.37660,-16.74490,151.91700,-68.06660,155.31200,78.63340,861.35900,321.67300
185,22.05360,-13.24870,-28.11280,-43.74720,18.20750,-13.27020,20.02820,35.90330,-26.98850,13.72190,12.90300,-24.40020,-24.29620,-16.94970,151.61700,-68.01190,155.03000,79.63790,860.65900,322.47100
186,22.68880,-13.34380,-28.12260,-43.65730,18.90690,-13.45140,20.10530,35.86160,-27.52390,13.53860,12.92840,-25.03270,-24.19710,-17.16820,151.29300,-67.96130,154.73700,80.66760,859.96100,323.34000
187,23.28970,-13.44700,-28.12290,-43.61090,19.56470,-13.60470,20.19630,35.83110,-28.04010,13.35870,12.92660,-25.65600,-24.08160,-17.39570,150.95500,-67.90510,154.44400,81.64780,859.20200,324.31900
188,23.88540,-13.55980,-28.19460,-43.61550,20.23160,-13.78680,20.24860,35.87380,-28.55750,13.25130,12.94750,-26.25620,-23.92410,-17.60550,150.66000,-67.84680,154.19100,82.67640,858.42000,325.23800
189,24.46260,-13.69180,-28.28780,-43.64900,20.91600,-13.96880,20.35990,35.88290,-29.07320,13.19090,12.97070,-26.89340,-23.81130,-17.84080,150.35800,-67.77400,153.93600,83.64370,857.58100,326.21500
190,25.02110,-13.81210,-28.38520,-43.66320,21.64200,-14.13260,20.54910,35.78650,-29.57690,13.11560,12.96460,-27.59580,-23.79760,-18.13930,150.02600,-67.71970,153.66700,84.62060,856.73200,327.20200
191,25.58750,-13.93370,-28.45600,-43.62760,22.31220,-14.29750,20.62110,35.81370,-30.13980,13.04520,12.95320,-28.29380,-23.64350,-18.38760,149.59000,-67.62460,153.31100,85.69930,855.87400,328.28600
192,26.15670,-14.06120,-28.57550,-43.62270,22.99220,-14.46020,20.71630,35.84180,-30.65920,13.04630,12.96120,-28.94670,-23.49550,-18.64300,149.28600,-67.54560,153.07900,86.67510,854.97700,329.30700
193,26.77050,-14.19610,-28.72220,-43.59000,23.70520,-14.61410,20.90440,35.77640,-31.19060,13.04560,12.99550,-29.61460,-23.43860,-18.91770,149.02300,-67.48510,152.87000,87.63630,854.01100,330.30100
194,27.39260,-14.29060,-28.82010,-43.50420,24.32360,-14.77150,20.96290,35.88180,-31.77260,13.00880,13.00850,-30.24080,-23.24160,-19.13250,148.66700,-67.39850,152.58100,88.71980,853.05800,331.43100
195,28.02440,-14.40670,-28.96550,-43.44700,24.97700,-14.94900,21.06600,35.91830,-32.32620,13.00780,13.05580,-30.84920,-23.11750,-19.36040,148.40000,-67.32930,152.36300,89.68180,852.03200,332.43500
196,28.64790,-14.51400,-29.09930,-43.42140,25.61420,-15.11170,21.22190,35.98550,-32.87170,12.97400,13.09310,-31.46020,-23.03780,-19.60370,148.14300,-67.27490,152.14800,90.71210,850.96400,333.51200
197,29.25140,-14.61300,-29.25430,-43.43190,26.16170,-15.28980,21.25500,36.25030,-33.46580,12.92130,13.12600,-32.02150,-22.85470,-19.77720,147.75800,-67.20840,151.80100,91.78940,849.90800,334.66000
198,29.84970,-14.73440,-29.39820,-43.47390,26.83230,-15.40670,21.53260,36.17130,-34.06770,12.89550,13.15270,-32.77380,-22.89330,-20.08210,147.35300,-67.12230,151.44600,92.86240,848.79600,335.86400
199,30.43150,-14.86260,-29.51430,-43.54310,27.45160,-15.53160,21.69330,36.24090,-34.67690,12.83480,13.16530,-33.47620,-22.82830,-20.33280,146.89900,-67.03620,151.04300,94.02510,847.68000,337.09500
200,30.98640,-15.00210,-29.64640,-43.65400,28.08240,-15.67760,21.85020,36.32660,-35.23440,12.78240,13.15170,-34.16030,-22.77830,-20.61960,146.49600,-66.98430,150.70200,95.14710,846.52200,338.35500
201,31.55950,-15.15730,-29.77120,-43.78120,28.71270,-15.77830,21.97460,36.31550,-35.86990,12.76380,13.18920,-34.88060,-22.66980,-20.84550,146.02800,-66.86710,150.27800,96.36530,845.37000,339.64300
202,32.13070,-15.28950,-29.89290,-43.86830,29.34120,-15.89870,22.08730,36.33310,-36.45000,12.76620,13.20860,-35.55150,-22.52420,-21.08540,145.68700,-66.77180,149.99800,97.59600,844.17300,340.94700
203,32.71840,-15.42850,-30.02930,-43.94860,29.97880,-16.02560,22.24070,36.36590,-37.01350,12.79670,13.23650,-36.21140,-22.40690,-21.34350,145.40400,-66.68820,149.77500,98.76610,842.93000,342.24500
204,33.31640,-15.54850,-30.15630,-44.00250,30.62060,-16.16130,22.42460,36.38440,-37.57410,12.82000,13.24920,-36.88830,-22.31710,-21.63420,145.13900,-66.60640,149.58100,99.90620,841.65200,343.59800
205,33.92800,-15.66210,-30.28200,-44.04810,31.17810,-16.31940,22.43020,36.60270,-38.21880,12.86080,13.31720,-37.49330,-22.04230,-21.77510,144.80000,-66.46120,149.29700,101.17800,840.34300,344.92900
206,34.51790,-15.78270,-30.40720,-44.16400,31.85100,-16.45870,22.67700,36.60660,-38.79080,12.90420,13.33270,-38.22850,-21.99200,-22.10120,144.53900,-66.36150,149.12000,102.36000,838.96500,346.26100
207,35.09110,-15.90250,-30.54240,-44.27020,32.44800,-16.59410,22.85140,36.73370,-39.38700,12.92140,13.33900,-38.92280,-21.88580,-22.37600,144.19700,-66.25910,148.85700,103.61700,837.59900,347.66500
208,35.65760,-16.04990,-30.65450,-44.38820,33.02910,-16.72070,23.00610,36.85900,-40.02150,12.94300,13.36780,-39.63330,-21.77760,-22.61570,143.79000,-66.13310,148.51400,104.96200,836.22700,349.08600
209,36.21620,-16.21690,-30.77230,-44.54040,33.61600,-16.88400,23.15770,37.01290,-40.61210,12.96980,13.39500,-40.31160,-21.70560,-22.87730,143.43800,-66.04590,148.22100,106.26800,834.81000,350.46300
210,36.76530,-16.37040,-30.89760,-44.68520,34.20380,-17.03760,23.32740,37.14000,-41.21960,13.01060,13.43170,-41.00410,-21.64690,-23.14340,143.05500,-65.95900,147.89600,107.61400,833.39900,351.82100
211,37.30830,-16.51820,-31.05250,-44.83640,34.78050,-17.16360,23.45840,37.18520,-41.83070,13.08020,13.51010,-41.65990,-21.54500,-23.35750,142.70800,-65.85600,147.58800,108.94300,831.99400,353.12800
212,37.85550,-16.67810,-31.20830,-44.97120,35.37000,-17.32170,23.59540,37.33590,-42.38050,13.17090,13.56830,-42.27280,-21.41730,-23.59850,142.45800,-65.79230,147.39900,110.24600,830.54500,354.37800
213,38.42830,-16.83640,-31.33150,-45.07580,35.98550,-17.47020,23.72420,37.39540,-42.94980,13.24890,13.63900,-42.90650,-21.28480,-23.83160,142.21200,-65.71130,147.21100,111.56400,829.06200,355.60000
214,39.01440,-17.00300,-31.41360,-45.19450,36.60820,-17.62300,23.83070,37.46980,-43.49680,13.28130,13.70200,-43.51450,-21.13470,-24.05370,142.01400,-65.63180,147.06600,112.83100,827.53100,356.80200
215,39.61990,-17.16880,-31.49300,-45.32530,37.26000,-17.80760,23.94500,37.59990,-44.04360,13.26870,13.74980,-44.13470,-20.98950,-24.29150,141.82700,-65.56210,146.93200,114.10800,825.88600,357.96900
216,40.22470,-17.35820,-31.57500,-45.54780,37.93530,-17.98880,24.07740,37.72980,-44.60920,13.21920,13.77460,-44.80030,-20.86000,-24.55180,141.58500,-65.48970,146.74500,115.40900,824.15900,359.17600
217,40.86450,-17.55740,-31.62450,-45.77990,38.59810,-18.20830,24.16380,38.02160,-45.21380,13.14280,13.81260,-45.44160,-20.69360,-24.76310,141.30100,-65.42170,146.49600,116.80600,822.34600,360.34400
218,41.51500,-17.79570,-31.66910,-46.05180,39.34390,-18.40790,24.29840,38.07390,-45.81500,13.05990,13.84180,-46.14880,-20.59260,-25.03950,140.99700,-65.37650,146.23000,118.15800,820.41600,361.45800
219,42.16930,-18.03640,-31.76190,-46.36070,40.05710,-18.66540,24.38490,38.29800,-46.40930,13.03780,13.89720,-46.77690,-20.43760,-25.27950,140.72600,-65.36100,145.99000,119.51700,818.42100,362.52500
220,42.85760,-18.26300,-31.87120,-46.59680,40.74190,-18.89210,24.43130,38.49060,-47.10170,13.02590,14.03120,-47.40590,-20.24840,-25.42020,140.38400,-65.29170,145.64400,120.97600,816.42600,363.53800
221,43.54110,-18.53240,-31.90180,-46.90560,41.42150,-19.12330,24.44210,38.69460,-47.76670,12.94200,14.15220,-48.01140,-20.04530,-25.52710,140.07000,-65.21700,145.31800,122.48900,814.39100,364.48100
222,44.25750,-18.80100,-32.00220,-47.16350,42.14010,-19.41370,24.47880,39.00070,-48.41500,12.93910,14.29140,-48.61340,-19.87550,-25.68820,139.82600,-65.18020,145.07600,123.94600,812.23300,365.37000
223,44.96070,-19.08760,-32.02170,-47.46410,42.85630,-19.71080,24.50420,39.30640,-49.04110,12.84760,14.41200,-49.21000,-19.69380,-25.82490,139.60700,-65.12100,144.85400,125.42400,810.06300,366.19900
224,45.64580,-19.36070,-32.09300,-47.79340,43.60880,-19.99300,24.54440,39.54830,-49.66010,12.76910,14.51600,-49.84470,-19.53110,-26.00980,139.38700,-65.06780,144.64400,126.88100,807.84300,367.05000
